Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Bin,Cluster,Cluster_Label
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3.0,0.2,11.138399999999999,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,5.04,3.0,0.0,0.20160000000000025,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,17.94,3.0,0.0,8.073000000000002,Low,0,Transaksi Menengah
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,8.288,2.0,0.2,2.6935999999999996,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art,25.99,1.0,0.0,7.537099999999999,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6.0,0.0,10.203000000000001,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,36.26,6.999999999999999,0.0,16.6796,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Art,56.3,2.0,0.0,15.764,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,32.4,5.0,0.0,15.552,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,Furnishings,29.16,2.0,0.0,10.7892,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5.0,0.2,3.3440000000000007,Low,0,Transaksi Menengah
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,2,Transaksi Tinggi
Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,22.18,2.0,0.0,10.868199999999998,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art,13.9,5.0,0.0,3.6140000000000008,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,26.38,1.0,0.0,12.1348,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,43.176,6.999999999999999,0.2,13.4925,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2.0,0.0,2.937199999999999,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Paper,37.94,2.0,0.0,18.2112,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,5.28,2.0,0.0,2.4288000000000003,Low,2,Transaksi Tinggi
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,8.960000000000003,2.0,0.0,4.3008,Low,1,Transaksi Rendah
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2.0,0.0,10.390399999999998,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,24.368,2.0,0.2,-3.3506,Medium,1,Transaksi Rendah
First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,2,Transaksi Tinggi
First Class,Home Office,United States,Apple Valley,California,92307,West,Technology,Phones,43.176,3.0,0.2,15.1116,High,2,Transaksi Tinggi
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,3.928,1.0,0.2,1.3256999999999994,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Supplies,31.68,4.0,0.2,2.772,Medium,0,Transaksi Menengah
Same Day,Consumer,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Labels,33.12,4.0,0.2,11.591999999999999,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,10.776,3.0,0.2,3.5022,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,25.68,6.0,0.0,11.555999999999997,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Labels,15.712,4.0,0.2,5.6956,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3.0,0.0,10.087799999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1.0,0.0,3.7436000000000003,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,34.68,6.0,0.0,16.9932,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,43.1,5.0,0.0,11.206,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,15.88,4.0,0.0,0.15879999999999955,Low,0,Transaksi Menengah
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,48.672,3.0,0.2,7.300800000000001,High,1,Transaksi Rendah
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Art,60.768,2.0,0.2,7.596,High,1,Transaksi Rendah
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,44.46,2.0,0.0,14.671800000000001,High,2,Transaksi Tinggi
First Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,13.28,2.0,0.0,6.3744,Low,1,Transaksi Rendah
First Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Binders,12.672,3.0,0.2,4.4352,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,12.224000000000002,2.0,0.2,4.4312,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,44.784,2.0,0.2,-0.5598000000000003,High,2,Transaksi Tinggi
Second Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,10.608,6.0,0.2,0.9281999999999994,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5.0,0.0,10.368,Medium,1,Transaksi Rendah
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,32.4,5.0,0.0,15.552,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,31.05,3.0,0.0,14.904,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,26.0,2.0,0.0,11.7,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,15.56,2.0,0.0,7.3132,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,59.52,3.0,0.0,15.475199999999997,High,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.35,3.0,0.0,9.481500000000002,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,23.88,6.0,0.0,11.223599999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,13.392,3.0,0.2,1.5066000000000002,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,47.984,2.0,0.2,0.5997999999999996,High,0,Transaksi Menengah
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2.0,0.0,9.004799999999998,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3.0,0.0,6.072600000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2.0,0.0,18.1908,High,1,Transaksi Rendah
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2.0,0.0,4.4344,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1.0,0.0,1.8000000000000005,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4.0,0.2,7.586400000000002,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,12.672,3.0,0.2,-3.168,Low,2,Transaksi Tinggi
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,31.103999999999996,6.0,0.2,10.886400000000002,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,23.34,3.0,0.0,0.2334000000000007,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,29.97,3.0,0.0,14.0859,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,18.704,6.999999999999999,0.2,2.3379999999999996,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,15.936,4.0,0.2,5.776799999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,10.99,1.0,0.0,4.286099999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,39.88,2.0,0.0,11.166399999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,53.2,5.0,0.0,14.896,High,0,Transaksi Menengah
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,13.392,3.0,0.2,5.022,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,1.504,1.0,0.2,0.16919999999999963,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.848,2.0,0.2,6.534000000000001,Medium,1,Transaksi Rendah
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,9.408000000000001,2.0,0.2,3.4104,Low,1,Transaksi Rendah
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,4.672,2.0,0.2,1.4600000000000002,Low,1,Transaksi Rendah
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Envelopes,12.768,6.0,0.2,4.6284,Low,1,Transaksi Rendah
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Supplies,15.359999999999998,2.0,0.2,-3.2639999999999993,Low,1,Transaksi Rendah
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,7.16,1.0,0.2,-0.08949999999999975,Low,1,Transaksi Rendah
First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,3.984,1.0,0.2,1.3944000000000005,Low,0,Transaksi Menengah
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3.0,0.0,12.5832,High,0,Transaksi Menengah
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3.0,0.2,15.9516,High,0,Transaksi Menengah
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,56.45,5.0,0.0,14.676999999999998,High,1,Transaksi Rendah
Second Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,49.08,3.0,0.0,4.908,High,1,Transaksi Rendah
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,18.24,3.0,0.0,5.289599999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Fasteners,24.85,6.999999999999999,0.0,11.679499999999999,Medium,1,Transaksi Rendah
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.312,3.0,0.2,5.277300000000001,High,0,Transaksi Menengah
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.056,3.0,0.2,2.205,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,27.184,2.0,0.2,2.0388,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.296,3.0,0.2,6.030000000000002,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,4.608,2.0,0.2,1.6704000000000008,Low,1,Transaksi Rendah
First Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,10.08,4.0,0.2,3.528,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Phones,44.95,1.0,0.0,12.586,High,0,Transaksi Menengah
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,2.97,3.0,0.0,1.3068000000000004,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Fasteners,6.54,3.0,0.0,2.6814,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Fasteners,18.24,3.0,0.0,9.120000000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Art,27.78,6.0,0.0,9.167399999999999,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,6.999999999999999,0.0,7.5767999999999995,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Technology,Phones,28.99,1.0,0.0,8.4071,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2.0,0.0,6.350399999999998,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,6.999999999999999,0.0,6.658399999999999,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Accessories,47.984,2.0,0.2,13.195599999999999,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,4.624,1.0,0.2,1.6762000000000004,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3.0,0.0,5.181600000000001,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2.0,0.0,1.9024,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.110000000000001,3.0,0.0,3.4085999999999994,Low,2,Transaksi Tinggi
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5.0,0.2,9.855000000000002,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1.0,0.0,15.2208,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.680000000000001,2.0,0.0,3.504000000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3.0,0.0,0.11910000000000041,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2.0,0.0,1.1136000000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3.0,0.2,5.277300000000001,High,0,Transaksi Menengah
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Envelopes,12.984,3.0,0.2,4.7067,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Accessories,47.984,2.0,0.2,14.3952,High,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6.0,0.2,8.8704,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3.0,0.2,4.851899999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.640000000000002,3.0,0.0,4.233599999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,43.512,6.999999999999999,0.2,3.8073,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,25.92,5.0,0.2,9.072,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,21.72,5.0,0.2,7.873500000000002,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Art,17.12,4.0,0.0,4.9648,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.680000000000001,4.0,0.0,5.255999999999999,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5.0,0.0,13.92,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5.0,0.0,13.208,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.712,4.0,0.2,5.6956,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2.0,0.0,9.6048,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1.0,0.0,1.8287999999999998,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,26.176,2.0,0.2,-3.2720000000000002,Medium,0,Transaksi Menengah
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4.0,0.0,14.3068,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3.0,0.0,11.995199999999999,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2.0,0.0,18.94,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,14.352000000000002,3.0,0.2,4.485,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6.0,0.2,9.038399999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3.0,0.0,11.376,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4.0,0.0,10.3896,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.272,3.0,0.2,3.2100000000000004,Low,2,Transaksi Tinggi
First Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1.0,0.2,0.9773999999999998,Low,1,Transaksi Rendah
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3.0,0.0,8.7906,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,18.936,3.0,0.2,5.9175,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,6.848,2.0,0.2,2.1399999999999992,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,40.032,6.0,0.2,15.012,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,25.92,4.0,0.0,12.4416,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,36.99,1.0,0.0,9.9873,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.46,3.0,0.0,1.4741999999999995,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,22.336,4.0,0.2,7.817600000000001,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,11.760000000000002,4.0,0.0,3.175199999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,48.64,2.0,0.2,15.808,High,1,Transaksi Rendah
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Fasteners,1.81,1.0,0.0,0.6516000000000004,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Binders,8.26,2.0,0.0,3.8821999999999997,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,43.56,5.0,0.2,3.2670000000000003,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Supplies,5.84,2.0,0.2,0.7299999999999993,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,22.72,4.0,0.2,7.384000000000001,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central,Office Supplies,Binders,15.24,4.0,0.0,6.857999999999998,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4.0,0.2,11.102399999999998,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,30.96,6.0,0.2,11.223,Medium,2,Transaksi Tinggi
First Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Storage,29.79,3.0,0.0,8.639100000000001,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Binders,24.816,3.0,0.2,8.3754,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Binders,14.976,6.0,0.2,5.428799999999999,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,54.192,6.0,0.2,4.0644,High,0,Transaksi Menengah
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,4.304,1.0,0.2,1.5602,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3.0,0.0,8.37,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Storage,29.9,5.0,0.0,5.082999999999999,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Auburn,Alabama,36830,South,Office Supplies,Art,3.76,2.0,0.0,1.0904000000000007,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,27.264,2.0,0.2,8.8608,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,14.97,1.0,0.0,4.1916,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,4.02,2.0,0.0,1.9698000000000002,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Art,5.16,3.0,0.2,0.8385,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,16.496,2.0,0.2,5.5674,Low,0,Transaksi Menengah
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,22.512,3.0,0.2,2.2511999999999994,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.984,2.0,0.2,14.3952,High,0,Transaksi Menengah
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,5.08,1.0,0.2,1.6509999999999991,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,47.992,1.0,0.2,7.198800000000001,High,0,Transaksi Menengah
Standard Class,Corporate,United States,Revere,Massachusetts,2151,East,Office Supplies,Appliances,61.96,2.0,0.0,16.1096,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,47.952,3.0,0.2,16.1838,High,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,16.74,2.0,0.0,4.352400000000001,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.848000000000003,2.0,0.2,3.5255999999999994,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,18.544,2.0,0.2,3.0134,Low,1,Transaksi Rendah
First Class,Corporate,United States,Overland Park,Kansas,66212,Central,Technology,Accessories,34.95,5.0,0.0,15.378,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Art,8.56,2.0,0.0,2.4824,Low,1,Transaksi Rendah
First Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Furnishings,8.960000000000003,2.0,0.0,2.7775999999999996,Low,0,Transaksi Menengah
First Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,29.12,4.0,0.0,12.521599999999998,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,7.92,4.0,0.0,3.5640000000000005,Low,1,Transaksi Rendah
Same Day,Consumer,United States,Hickory,North Carolina,28601,South,Technology,Phones,36.192,1.0,0.2,2.7143999999999995,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Carol Stream,Illinois,60188,Central,Office Supplies,Paper,11.168,2.0,0.2,3.7692000000000005,Low,0,Transaksi Menengah
